"","X","Paper","Condition","Subcondition","Neurotypical","Subject.Group","Dual.Task","Treatment","Self.Congruence","Scene","fMRI","ERP","Eye.Track","Agent","Agent.Subclass","Animate","Directional","Perspective.Consistency","Directional.Consistency","Gender.Matched","Target.Perspective","Self.Other.Blocking","Design.Block","Block.Type","Excluded.Mismatch","Explicitly.Tracking.Self","Explicitly.Tracking.Other","Explicitly.NOT.Tracking.Other","Told.Ignore.Stimulus","Spacial.Distribution","Perspective.Eliminated","Learning.Required","Cue.Type","Cue","Social.Cue","Task","Action","Timeout","Virtual.InPerson","Subject","Value","RTorError","StudyNumber","Age","Sex","Matching","PerspectiveSelf","filter_condition"
"57",12688,"Pavlidou_2018","self_consistent_arrow_RGVS","RGVS_stim","Y","NT","N","RGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_6",0.05555556,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"58",12689,"Pavlidou_2018","self_consistent_arrow_RGVS","RGVS_stim","Y","NT","N","RGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_6",0.05555556,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"59",12690,"Pavlidou_2018","self_consistent_arrow_RGVS","RGVS_stim","Y","NT","N","RGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_7",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"60",12691,"Pavlidou_2018","self_consistent_arrow_RGVS","RGVS_stim","Y","NT","N","RGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_7",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"61",12692,"Pavlidou_2018","self_consistent_arrow_RGVS","RGVS_stim","Y","NT","N","RGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_8",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"62",12693,"Pavlidou_2018","self_consistent_arrow_RGVS","RGVS_stim","Y","NT","N","RGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_8",0.1111111,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"63",12694,"Pavlidou_2018","self_consistent_arrow_RGVS","RGVS_stim","Y","NT","N","RGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_9",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"64",12695,"Pavlidou_2018","self_consistent_arrow_RGVS","RGVS_stim","Y","NT","N","RGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_9",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"65",12728,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_1",0.2222222,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"66",12729,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_1",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"67",12730,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_10",0.05555556,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"68",12731,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_10",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"69",12732,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_11",0.05555556,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"70",12733,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_11",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"71",12734,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_12",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"72",12735,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_12",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"73",12736,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_13",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"74",12737,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_13",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"75",12738,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_14",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"76",12739,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_14",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"77",12740,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_15",0.1111111,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"78",12741,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_15",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"79",12742,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_16",0.1111111,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"80",12743,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_16",0.05555556,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"81",12744,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_2",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"82",12745,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_2",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"83",12746,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_3",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"84",12747,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_3",0.05555556,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"85",12748,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_4",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"86",12749,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_4",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"87",12750,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_5",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"88",12751,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_5",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"89",12752,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_6",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"90",12753,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_6",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"91",12754,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_7",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"92",12755,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_7",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"93",12756,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_8",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"94",12757,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_8",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"95",12758,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_9",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"96",12759,"Pavlidou_2018","self_consistent_arrow_SHAM","SHAM_stim","Y","NT","N","SHAM_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","C","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","together","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_9",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"97",12984,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_1",0.1111111,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"98",12985,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_1",0.2222222,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"99",12986,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_10",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"100",12987,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_10",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"101",12988,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_11",0.05555556,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"102",12989,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_11",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"103",12990,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_12",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"104",12991,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_12",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"105",12992,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_13",0.05555556,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"106",12993,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_13",0.1666667,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"107",12994,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_14",0.05555556,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"108",12995,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_14",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"109",12996,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_15",0.05555556,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"110",12997,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_15",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"111",12998,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_16",0.2222222,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"112",12999,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_16",0.05555556,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"113",13000,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_2",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"114",13001,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_2",0,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"115",13002,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_3",0.05555556,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"116",13003,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_3",0.05555556,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"117",13004,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_4",0,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"118",13005,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_4",0.1111111,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
"119",13006,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_5",0.05555556,"Error","2",NA,NA,"match",1,"Pavlidou_2018_2"
"120",13007,"Pavlidou_2018","self_inconsistent_arrow_LGVS","LGVS_stim","Y","NT","N","LGVS_stim","N","room","N","N","N","arrow","arrow_Pavlidou","N","Y","N","I","N","self","separate","separate","RGVS/LGVS/SHAM","Y","Y","N","N","N","varied","N","N","none","none","N","verify","keypress","2000","virtual","Pavlidou_2018_5",0.05555556,"Error","2",NA,NA,"mismatch",1,"Pavlidou_2018_2"
